DATE,OPEN,HIGH,LOW,CLOSE
31/08/2021,15262.9,15278.96,15202.67,15259.24
30/08/2021,15165.9,15288.08,15165.12,15265.89
27/08/2021,14969.76,15144.48,14966.52,15129.5
26/08/2021,15025.17,15059.63,14939.56,14945.81
25/08/2021,15039,15059.43,15011.58,15041.86
24/08/2021,14978.1,15034.89,14965.54,15019.8
23/08/2021,14777,14963.47,14776.98,14942.65
20/08/2021,14571.5,14722.16,14571.5,14714.66
19/08/2021,14423.2,14610.76,14423.16,14541.79
18/08/2021,14636.2,14697.25,14516.3,14525.91
17/08/2021,14670.6,14716.95,14550.88,14656.18
16/08/2021,14771.5,14794.68,14610.02,14793.76
13/08/2021,14825.1,14850.61,14797.22,14822.9
12/08/2021,14751.4,14824.31,14698.94,14816.26
11/08/2021,14834.4,14842.5,14692.41,14765.13
10/08/2021,14887.7,14894.61,14754.48,14788.09
09/08/2021,14855.8,14883.81,14802.69,14860.18
06/08/2021,14864.2,14890.18,14788.59,14835.76
05/08/2021,14794.1,14896.47,14776.03,14895.12
04/08/2021,14747.2,14812.37,14734.12,14780.53
03/08/2021,14714,14762.6,14584.09,14761.29
02/08/2021,14758.6,14770.41,14665.67,14681.07
30/07/2021,14615.9,14728.79,14615.85,14672.68
29/07/2021,14771.2,14833.74,14761.38,14778.26
28/07/2021,14715.7,14798.88,14645.63,14762.58
27/07/2021,14807.9,14811.08,14503.76,14660.58
26/07/2021,14821,14863.65,14790.49,14840.71
23/07/2021,14753.1,14846.06,14698.77,14836.99
22/07/2021,14652.7,14694.19,14617.87,14684.6
21/07/2021,14508.7,14633.14,14498.65,14631.95
20/07/2021,14330.5,14555.75,14271.23,14498.88
19/07/2021,14236,14313.6,14178.66,14274.98
16/07/2021,14597.5,14623.02,14413.32,14427.24
15/07/2021,14635.8,14650.38,14451.8,14543.13
14/07/2021,14780.9,14790.55,14632.95,14644.95
13/07/2021,14715.1,14803.68,14660.19,14677.65
12/07/2021,14743.9,14761.08,14672.63,14733.24
09/07/2021,14578.4,14710.2,14552.26,14701.92
08/07/2021,14409.2,14610.06,14371.59,14559.79
07/07/2021,14753.4,14755.33,14580.79,14665.06
06/07/2021,14661.5,14687,14529.8,14663.64
02/07/2021,14582.98,14649.11,14555.34,14639.33
01/07/2021,14493.7,14533.54,14439.4,14522.38
30/06/2021,14509.9,14526.81,14478.06,14503.95
29/06/2021,14509.2,14535.97,14471.38,14528.33
28/06/2021,14417.8,14505.19,14417.2,14500.51
25/06/2021,14400.8,14409.08,14337.65,14360.39
24/06/2021,14357.3,14414.46,14333.7,14369.71
23/06/2021,14263.4,14317.66,14246.3,14271.73
22/06/2021,14138.3,14269.77,14121,14253.27
21/06/2021,14047.4,14150.78,13960.04,14141.48
18/06/2021,14096.9,14129.22,14009.04,14030.38
17/06/2021,13999.1,14196.21,13998.93,14161.35
16/06/2021,14085.6,14129.69,13903.73,14039.68
15/06/2021,14166.6,14171.02,14052.16,14072.86
14/06/2021,14083.5,14175.45,14056.67,14174.14
11/06/2021,14030.9,14069.42,14006.59,14069.42
10/06/2021,13933.9,14031.19,13904.4,14020.33
09/06/2021,13980.2,14003.5,13906.45,13911.75
08/06/2021,13946.3,13981.72,13831.98,13924.91
07/06/2021,13802.8,13889.11,13784.89,13881.72
04/06/2021,13697.2,13826.82,13692.01,13814.49
03/06/2021,13655.7,13684.13,13548.93,13614.51
02/06/2021,13743.2,13775.89,13689.74,13756.33
01/06/2021,13829.1,13836.17,13678.77,13736.48
28/05/2021,13792,13820.87,13747.61,13748.74
27/05/2021,13742.6,13776.52,13701.63,13736.28
26/05/2021,13693.9,13750.16,13679.59,13738
25/05/2021,13721.5,13751.14,13631.8,13657.17
24/05/2021,13557.2,13708.85,13551.01,13661.17
21/05/2021,13616.2,13616.58,13463.26,13470.99
20/05/2021,13356.6,13563.52,13355.71,13535.74
19/05/2021,13078.2,13304.61,13072.23,13299.74
18/05/2021,13416.9,13485.34,13299.92,13303.64
17/05/2021,13368.8,13399.17,13265.4,13379.05
14/05/2021,13255.6,13460.88,13242.97,13429.98
13/05/2021,13150.9,13247.87,13007.24,13124.99
